ibu,size,style,brewery_location,id,name,abv,brewery_name
N/A,12 oz.,Herbed / Spiced Beer,"Lexington, KY",2439,Christmas Ale,9.0%,West Sixth Brewing
11,12 oz.,Kölsch,"Newport, RI",2438,Rhode Island Blueberry,4.6%,Coastal Extreme Brewing Company
75,12 oz.,American IPA,"Newport, RI",2437,Newport Storm IPA,6.5%,Coastal Extreme Brewing Company
N/A,12 oz.,American Amber / Red Ale,"Anchorage, AK",2436,Amber Ale,5.1%,King Street Brewing Company
10,12 oz.,Fruit / Vegetable Beer,"Lowell, MA",2435,Watermelon Ale,5.0%,Beer Works Brewery
40,12 oz.,American Pale Ale (APA),"Lone Tree, CO",2434,Peach Pale Ale,5.7%,Lone Tree Brewing Company
N/A,16 oz.,Belgian Strong Pale Ale,"Grand Rapids, MI",2433,Sous Chef,8.2%,Brewery Vivant
61,16 oz.,Belgian IPA,"Mishawaka, IN",2432,White Reaper,7.0%,Evil Czech Brewery
N/A,16 oz.,American Pale Wheat Ale,"Mishawaka, IN",2431,Bobblehead,5.1%,Evil Czech Brewery
N/A,16 oz.,American Pale Ale (APA),"Mishawaka, IN",2430,Lucky Dog,5.2%,Evil Czech Brewery
N/A,16 oz.,American Porter,"Mishawaka, IN",2429,Voodoo,4.8%,Evil Czech Brewery
N/A,12 oz. ,American Porter,"Columbus, OH",2428,Four String Vanilla Porter,6.0%,Four String Brewing Company
28,12 oz.,American Pale Wheat Ale,"Columbus, OH",2427,Suncaster Summer Wheat,5.0%,Four String Brewing Company
70,12 oz.,American IPA,"Pineland, ME",2426,Clean Shave IPA,6.7%,Glabrous Brewing Company
36,12 oz. ,American Pale Ale (APA),"Columbus, OH",2425,Brass Knuckle Pale Ale,5.7%,Four String Brewing Company
70,12 oz.,American White IPA,"Columbus, OH",2424,Big Star White IPA,7.0%,Four String Brewing Company
45,12 oz.,American Pale Ale (APA),"Lowell, MA",2423,Fenway American Pale Ale,5.8%,Beer Works Brewery
72,12 oz.,American IPA,"Eagle, CO",2422,Firestarter India Pale Ale,6.6%,Bonfire Brewing Company
11,12 oz.,Fruit / Vegetable Beer,"Bloomfield, CT",2421,Watermelon Ale,5.1%,Thomas Hooker Brewing Company
85,12 oz.,American IPA,"Lowell, MA",2420,Back Bay IPA,6.8%,Beer Works Brewery
16,12 oz.,Other,"Lowell, MA",2419,Bunker Hill Blueberry Ale ,4.8%,Beer Works Brewery
N/A,16 oz.,Dubbel,"Grand Rapids, MI",2418,Dubbelicious,6.5%,Brewery Vivant
82,12 oz.,American IPA,"North Woodstock, NH",2417,4000 Footer IPA,6.5%,"Woodstock Inn, Station & Brewery"
N/A,16 oz.,Belgian Dark Ale,"Grand Rapids, MI",2416,Psychopomp,6.2%,Brewery Vivant
100,16 oz.,American Double / Imperial IPA,"St. Paul, MN",2415,Unchained #18 Hop Silo,8.3%,Summit Brewing Company
40,12 oz.,American Pale Ale (APA),"Denver, CO",2414,Consilium,5.0%,Renegade Brewing Company
21,12 oz.,Cream Ale,"Vista, CA",2413,Cali Creamin',5.2%,Mother Earth Brew Company
16,12 oz.,American Blonde Ale,"Temecula, CA",2412,Deception,4.5%,Black Market Brewing Company
N/A,12 oz.,American Stout,"Yardley, PA",2411,Nitro Can Coffee Stout,5.2%,Vault Brewing Company
87,12 oz.,American IPA,"Duluth, MN",2410,Harness the Winter,7.2%,Bent Paddle Brewing Company
N/A,16 oz.,Extra Special / Strong Bitter (ESB),"Brooklyn Center, MN",2409,Doomtree,5.7%,Surly Brewing Company
N/A,12 oz,American IPA,"Laurel, MD",2408,Welcome to Scoville,6.9%,Jailbreak Brewing Company
88,12 oz.,American IPA,"Norfolk, VA",2407,Rule G IPA,7.0%,Smartmouth Brewing Company
35,12 oz.,American Amber / Red Ale,"Norfolk, VA",2406,Murphy's Law,5.8%,Smartmouth Brewing Company
33,12 oz.,Saison / Farmhouse Ale,"Norfolk, VA",2405,Alter Ego ,6.2%,Smartmouth Brewing Company
22,12 oz.,American Pilsner,"Portland, OR",2404,Hop in the ‘Pool Helles,4.9%,Base Camp Brewing Co.
20,12 oz.,American Pilsner,"Portland, OR",2403,P-Town Pilsner,4.0%,Alameda Brewing
36,12 oz.,American Pale Ale (APA),"Portland, OR",2402,Klickitat Pale Ale,5.3%,Alameda Brewing
103,12 oz.,American Double / Imperial IPA,"Portland, OR",2401,Yellow Wolf Imperial IPA,8.2%,Alameda Brewing
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2400,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2399,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2398,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2397,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2396,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2395,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2394,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2393,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2392,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2391,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2390,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
20,16 oz.,American Pale Wheat Ale,"Portland, OR",2389,Nonstop Hef Hop,3.9%,Hopworks Urban Brewery
60,16 oz.,American Amber / Red Ale,"Portland, OR",2388,Rise Up Red,5.8%,Hopworks Urban Brewery
45,12 oz.,American Pale Ale (APA),"Conroe, TX",2387,Pine Belt Pale Ale,6.5%,Southern Star Brewing Company
65,12 oz.,American Pale Ale (APA),"Durango, CO",2386,Third Eye Enlightened Pale Ale,6.5%,Steamworks Brewing Company
N/A,12 oz.,American Pale Wheat Ale,"Milwaukee, WI",2385,Watermelon Wheat,5.6%,Horny Goat Brew Pub
17,12 oz.,Hefeweizen,"Milwaukee, WI",2384,Laka Laka Pineapple,5.1%,Horny Goat Brew Pub
N/A,16 oz.,Märzen / Oktoberfest,"Milwaukee, WI",2383,Oktoberfest,6.0%,Horny Goat Brew Pub
N/A,16 oz.,Belgian Dark Ale,"Grand Rapids, MI",2382,Fat Paczki,???,Brewery Vivant
N/A,16 oz.,Belgian Pale Ale,"Grand Rapids, MI",2381,Earth-Like Planets,???,Brewery Vivant
58,16 oz.,American IPA,"Cheboygan, MI",2380,IPA #11,5.7%,Cheboygan Brewing Company
10,16 oz.,Fruit / Vegetable Beer,"Cheboygan, MI",2379,Blood Orange Honey,5.7%,Cheboygan Brewing Company
40,12 oz.,Altbier,"Ashland, VA",2377,Main St. Virginia Ale,5.0%,Center of the Universe Brewing C...
N/A,12 oz,American Blonde Ale,"Ipswich, MA",2376,Summer Ale,4.9%,Ipswich Ale Brewery
6,16 oz.,American Pale Wheat Ale,"Birmingham, MI",2375,Mr. Blue Sky,4.5%,Griffin Claw Brewing Company
16,12 oz.,Hefeweizen,"Houston, TX",2374,Weisse Versa (2012),5.2%,Karbach Brewing Company
N/A,12 oz.,Märzen / Oktoberfest,"Export, PA",2373,Oktoberfest,6.2%,Rivertowne Brewing Company
75,16 oz.,American IPA,"Austin, TX",2372,The Green Room,6.0%,Uncle Billy's Brewery and Smokeh...
N/A,12 oz.,Euro Pale Lager,"Dallas, TX",2371,Neato Bandito,6.0%,Deep Ellum Brewing Company
5,12 oz.,Gose,"Blanco, TX",2370,18th Anniversary Gose,4.4%,Real Ale Brewing Company
N/A,12 oz.,American Adjunct Lager,"St Mary's, PA",2369,Straub Beer (Current),5.0%,Straub Brewery
N/A,12 oz.,American Black Ale,"Wolcott, CT",2368,Black Hop IPA,6.8%,Shebeen Brewing Company
25,16 oz.,Maibock / Helles Bock,"Austin, TX",2367,Humbucker Helles,4.7%,Uncle Billy's Brewery and Smokeh...
9,12 oz.,American Adjunct Lager,"Stevens Point, WI",2366,Point Special (Current),4.7%,Stevens Point Brewery
9,12 oz.,American Adjunct Lager,"Stevens Point, WI",2365,Point Special,4.7%,Stevens Point Brewery
N/A,16 oz.,American Pale Lager,"Weston, MO",2364,Royal Lager,???,Weston Brewing Company
N/A,12 oz.,American IPA,"Athens, OH",2363,Hop Ryot,6.5%,Jackie O's Pub & Brewery
72,16 oz.,American IPA,"Hattiesburg, MS",2362,2014 IPA Cicada Series,7.5%,Southern Prohibition Brewing Com...
N/A,24 oz.,American Malt Liquor,"Monroe, WI",2361,Axe Head Malt Liquor,9.9%,Minhas Craft Brewery
14,12 oz.,American Pale Wheat Ale,"Dillon, CO",2360,Morning Wood Wheat (Current),5.9%,Pug Ryan's Brewery
N/A,16 oz.,Bock,"Monroe, WI",2359,Huber Bock (2014),5.4%,Minhas Craft Brewery
N/A,12 oz.,Light Lager,"Monroe, WI",2358,Minhas Light (2012),4.0%,Minhas Craft Brewery
N/A,12 oz.,American Porter,"Austin, TX",2357,Porter Culture,6.5%,Hops & Grains Brewing Company
N/A,12 oz.,American Porter,"Lexington, KY",2356,Pay It Forward Cocoa Porter,7.0%,West Sixth Brewing
25,12 oz.,Belgian Strong Pale Ale,"Edwards, CO",2355,Old Soul,7.5%,Crazy Mountain Brewing Company
N/A,16 oz.,Altbier,"Cheboygan, MI",2354,Lighthouse Amber,5.2%,Cheboygan Brewing Company
N/A,16 oz.,Cider,"Ada, MI",2353,Sietsema Red Label,6.9%,Sietsema Orchards and Cider Mill
49,12 oz.,American Pale Ale (APA),"St Paul, MN",2352,Extra Pale Ale,5.3%,Summit Brewing Company
N/A,12 oz.,American Pilsner,"Springdale, AR",2351,Behemoth,5.0%,Core Brewing & Distilling Company
32,12 oz.,American Amber / Red Ale,"Austin, TX",2350,Oklahoma Suks,4.8%,Independence Brewing Company
25,12 oz.,Bock,"Tampa, FL",2349,Cubano Espresso,5.5%,Cigar City Brewing Company
N/A,12 oz.,Bock,"Weston, MO",2348,Rip Van Winkle (Current),8.0%,Weston Brewing Company
18,12 oz.,American Pale Wheat Ale,"Cold Spring, MN",2347,Hunny Do Wheat,4.8%,Third Street Brewhouse
65,16 oz.,American IPA,"Hattiesburg, MS",2346,Sinister Minister Black IPA,7.7%,Southern Prohibition Brewing Com...
10,16 oz.,Light Lager,"Providence, RI",2345,Gansett Light,3.7%,Narragansett Brewing Company
N/A,12 oz.,English Stout,"Weston, MO",2344,O’Malley’s Stout,???,Weston Brewing Company
89,12 oz.,American IPA,"Weston, MO",2343,O’Malley’s IPA,7.5%,Weston Brewing Company
N/A,12 oz.,Cream Ale,"Weston, MO",2342,O’Malley’s Irish Style Cream Ale,???,Weston Brewing Company
28,12 oz.,Chile Beer,"Weston, MO",2341,L'il Lucy's Hot Pepper Ale,4.9%,Weston Brewing Company
N/A,12 oz.,American Amber / Red Ale,"Weston, MO",2340,Drop Kick Ale,5.2%,Weston Brewing Company
43,12 oz.,Altbier,"Loveland, CO",2339,Little Red Cap,6.3%,Grimm Brothers Brewhouse
N/A,12 oz.,Light Lager,"Nantucket, MA",2338,Shark Tracker Light lager,4.8%,Cisco Brewers
N/A,16 oz.,American IPA,"Hayward, WI",2337,Charlie's Rye IPA,6.0%,Angry Minnow
N/A,12 oz.,American Pilsner,"Cleveland, OH",2336,New Cleveland Palesner,5.0%,Platform Beer Company
72,12 oz.,Belgian Strong Dark Ale,"Arvada, CO",2335,Perpetual Darkness,9.2%,Odyssey Beerwerks
29,12 oz. ,Scotch Ale / Wee Heavy,"Arvada, CO",2334,Clan Warrior,8.7%,Odyssey Beerwerks
36,12 oz.,American Porter,"Arvada, CO",2333,Psycho Penguin Vanilla Porter,5.4%,Odyssey Beerwerks
N/A,12 oz. ,American Porter,"Raleigh, NC",2332,Deadeye Jack,6.0%,Lonerider Brewing Company
70,12 oz.,American IPA,"Eugene, OR",2331,Watershed IPA,6.7%,Oakshire Brewing
N/A,16 oz.,American Stout,"Raleigh, NC",2330,Pistols at Dawn,7.5%,Lonerider Brewing Company
47,12 oz.,American Pale Ale (APA),"Raleigh, NC",2329,Peacemaker Pale Ale,5.7%,Lonerider Brewing Company
11,12 oz.,Hefeweizen,"Raleigh, NC",2327,Shotgun Betty,5.8%,Lonerider Brewing Company
30,12 oz.,American Brown Ale,"Raleigh, NC",2326,Sweet Josie,6.1%,Lonerider Brewing Company
N/A,16 oz.,Rye Beer,"Kalamazoo, MI",2325,Smitten,6.0%,Bell's Brewery
N/A,12 oz.,American Brown Ale,"Saint Louis, MO",2324,Cast Iron Oatmeal Brown,5.5%,4 Hands Brewing Company
60,12 oz.,American IPA,"Portland, OR",2323,Ultra Gnar Gnar IPA,6.7%,Base Camp Brewing Co.
N/A,12 oz.,American Amber / Red Ale,"Latrobe, PA",2322,Fort Pitt Ale,???,Fort Pitt Brewing Company
N/A,12 oz.,American Blonde Ale,"Baton Rouge, LA",2321,Turnrow Harvest Ale,5.5%,Tin Roof Brewing Company
45,12 oz.,Extra Special / Strong Bitter (ESB),"Hattiesburg, MS",2320,Jack the Sipper,5.3%,Southern Prohibition Brewing Com...
18,12 oz.,American Blonde Ale,"Sisters, OR",2319,Knotty Blonde Ale,4.0%,Three Creeks Brewing
N/A,12 ounce,Cider,"Corvallis, OR",2318,Ginja Ninja,6.0%,2 Towns Ciderhouse
40,12 oz.,American Porter,"Sisters, OR",2317,Fivepine Chocolate Porter,6.2%,Three Creeks Brewing
82,12 oz.,American IPA,"Sisters, OR",2316,Hoodoo Voodoo IPA,6.2%,Three Creeks Brewing
100,12 oz.,American IPA,"Ashland, OR",2315,Hopportunity Knocks IPA,6.8%,Caldera Brewing Company
44,12 oz.,American Pale Ale (APA),"Lewisburg, WV",2314,Wild Trail Pale Ale,5.7%,Greenbrier Valley Brewing Company
71,12 oz.,American Black Ale,"Lewisburg, WV",2313,Mothman Black IPA,6.7%,Greenbrier Valley Brewing Company
60,12 oz.,American IPA,"Phoenix, AZ",2312,Camelback,6.1%,Phoenix Ale Brewery
N/A,12 oz.,American Pale Ale (APA),"Flagstaff, AZ",2311,Knotty Pine,5.4%,Lumberyard Brewing Company
10,12 oz.,Pumpkin Ale,"Salt Lake City, UT",2310,PUNK'N,5.0%,Uinta Brewing Company
17,12 oz.,Kölsch,"Tempe, AZ",2309,Sunbru Kölsch,5.2%,Four Peaks Brewing Company
20,16 oz.,Saison / Farmhouse Ale,"Fort Worth, TX",2308,River House,5.0%,Martin House Brewing Company
N/A,16 oz.,Cream Ale,"Traverse City, MI",2307,Smooth Operator,3.8%,Right Brain Brewery
15,12 oz.,American Pilsner,"North Woodstock, NH",2306,Summer Brew,2.8%,"Woodstock Inn, Station & Brewery"
70,12 oz.,American IPA,"Phoenixville, PA",2305,Homefront IPA,6.0%,Sly Fox Brewing Company
36,12 oz.,Saison / Farmhouse Ale,"Lansdale, PA",2304,Sundown,7.1%,Round Guys Brewing
22,16 oz.,American Blonde Ale,"Aurora, IN",2303,Beer Agent Re-Ignition,5.3%,Great Crescent Brewery
35,12 oz.,American IPA,"Longmont, CO",2302,Pinner Throwback IPA,4.9%,Oskar Blues Brewery
42,12 oz.,American Pale Ale (APA),"Austin, TX",2301,Power & Light,5.5%,Independence Brewing Company
N/A,12 oz.,American Pale Ale (APA),"West Chester, PA",2300,1492,6.5%,Boxcar Brewing Company
N/A,12 oz.,American IPA,"West Chester, PA",2299,Mango Ginger,5.8%,Boxcar Brewing Company
N/A,12 oz.,English Dark Mild Ale,"West Chester, PA",2298,Passenger,4.7%,Boxcar Brewing Company
60,12 oz.,American Pale Ale (APA),"Hattiesburg, MS",2297,Devil's Harvest Extra Pale Ale,5.8%,Southern Prohibition Brewing Com...
20,12 oz.,American Blonde Ale,"Hattiesburg, MS",2296,Suzy B Dirty Blonde Ale,5.0%,Southern Prohibition Brewing Com...
21,12 oz.,American Pilsner,"Windsor, CO",2295,The Golden One,6.3%,High Hops Brewery
68,12 oz.,American Pale Ale (APA),"Windsor, CO",2294,The Power of Zeus,7.0%,High Hops Brewery
25,12 oz.,American Blonde Ale,"Garden City, ID",2293,Aviator Raspberry Blonde,4.9%,Crooked Fence Brewing Company
60,12 oz.,American IPA,"White Salmon, WA",2292,Little Sister India Style Session Ale,4.3%,Everybody's Brewing
N/A,12 oz.,Gose,"Boonville, CA",2291,Blood Orange Gose,4.2%,Anderson Valley Brewing Company
N/A,16 oz.,Witbier,"Grand Rapids, MI",2290,Ski Patrol,6.1%,Brewery Vivant
N/A,12 oz.,American Double / Imperial IPA,"Shelburne, VT",2289,Mastermind,8.1%,Fiddlehead Brewing Company
N/A,12 oz.,American Amber / Red Ale,"Saint Louis, MO",2288,Reprise Centennial Red,6.0%,4 Hands Brewing Company
N/A,12 oz.,American Black Ale,"Saint Louis, MO",2287,Alter Ego,5.5%,4 Hands Brewing Company
N/A,12 oz.,American IPA,"Saint Louis, MO",2286,Divided Sky,6.5%,4 Hands Brewing Company
N/A,12 oz.,American IPA,"Saint Louis, MO",2285,Resurrected,6.5%,4 Hands Brewing Company
27,16 oz.,American Blonde Ale,"Indianapolis, IN",2284,Hinchtown Hammer Down,5.0%,Flat 12 Bierwerks
N/A,12 oz.,Berliner Weissbier,"Brooklyn, NY",2283,Nomader Weiss,4.0%,Evil Twin Brewing
N/A,12 oz.,American Pale Lager,"Monroe, WI",2282,Huber,5.0%,Minhas Craft Brewery
N/A,16 oz.,American Pale Lager,"Monroe, WI",2281,Clear Creek Ice,6.2%,Minhas Craft Brewery
N/A,12 oz.,American Pale Lager,"Monroe, WI",2280,Clear Creek Ice,6.2%,Minhas Craft Brewery
N/A,16 oz.,American Pale Lager,"Monroe, WI",2279,Mountain Crest,5.5%,Minhas Craft Brewery
N/A,12 oz.,American Pale Lager,"Monroe, WI",2278,Mountain Crest,5.5%,Minhas Craft Brewery
N/A,12 oz.,American Pale Lager,"Monroe, WI",2277,Mountain Creek (2013),5.5%,Minhas Craft Brewery
N/A,24 oz.,American Adjunct Lager,"Monroe, WI",2276,Boxer,5.0%,Minhas Craft Brewery
N/A,12 oz.,Light Lager,"Monroe, WI",2275,Boxer Light,4.2%,Minhas Craft Brewery
N/A,12 oz.,American Adjunct Lager,"Monroe, WI",2274,Boxer Ice,5.5%,Minhas Craft Brewery
N/A,12 oz.,American Adjunct Lager,"Monroe, WI",2273,Boxer,5.0%,Minhas Craft Brewery
N/A,12 oz.,American Pale Ale (APA),"New Orleans, LA",2272,Rebirth Pale Ale,5.0%,New Orleans Lager & Ale Brewing ...
N/A,16 oz.,American Pale Ale (APA),"Chicago, IL",2271,Ball & Chain (2014),5.8%,Spiteful Brewing Company
33,12 oz.,American Pale Ale (APA),"Stevens Point, WI",2270,Point Cascade Pale Ale (2013),5.4%,Stevens Point Brewery
N/A,12 oz.,Munich Helles Lager,"Fort Worth, TX",2269,Rahr's Blonde,4.6%,Rahr & Sons Brewing Company
47,16 oz.,American Stout,"Fort Worth, TX",2268,Pretzel Stout,6.5%,Martin House Brewing Company
N/A,12 oz.,Saison / Farmhouse Ale,"Conroe, TX",2267,Walloon,5.5%,Southern Star Brewing Company
7,16 oz.,Fruit / Vegetable Beer,"Brooklyn, NY",2266,Rad,3.2%,Sixpoint Craft Ales
N/A,12 oz.,American Pale Ale (APA),"Gary, IN",2265,Devil's Cup,6.6%,18th Street Brewery
N/A,12 oz.,American IPA,"Gary, IN",2264,Rise of the Phoenix,7.1%,18th Street Brewery
N/A,12 oz.,American Double / Imperial IPA,"Gary, IN",2263,Sinister,9.0%,18th Street Brewery
N/A,12 oz.,American IPA,"Gary, IN",2262,Sex and Candy,7.5%,18th Street Brewery
N/A,12 oz.,Oatmeal Stout,"Gary, IN",2261,Black Exodus,7.7%,18th Street Brewery
N/A,12 oz.,American Pale Ale (APA),"Gary, IN",2260,Lake Street Express,4.5%,18th Street Brewery
N/A,12 oz.,American Porter,"Gary, IN",2259,Foreman,6.5%,18th Street Brewery
N/A,12 oz.,American Pale Ale (APA),"Gary, IN",2258,Jade,5.5%,18th Street Brewery
N/A,12 oz.,American Pilsner,"Cambridge, MA",2257,Remain in Light,5.0%,Cambridge Brewing Company
N/A,12 oz.,American IPA,"Cambridge, MA",2256,Flower Child (2014),6.5%,Cambridge Brewing Company
22,16 oz.,Winter Warmer,"Pittsboro, NC",2255,Santa's Secret,5.9%,Carolina Brewery
73,16 oz.,American IPA,"Waynesville, NC",2254,Salamander Slam,7.0%,Frog Level Brewing Company
21,12 oz.,Belgian Pale Ale,"Nellysford, VA",2253,Blonde Hunny,6.8%,Wild Wolf Brewing Company
N/A,16 oz.,American Porter,"Oklahoma City, OK",2252,Gran Sport,5.2%,COOP Ale Works
33,12 oz.,American Brown Ale,"Dallas, TX",2251,Oak Cliff Coffee Ale,7.5%,Deep Ellum Brewing Company
40,16 oz.,American Strong Ale,"Columbus, OH",2250,Seventh Son of a Seventh Son,7.7%,Seventh Son Brewing Company
N/A,12 oz.,Belgian Strong Pale Ale,"Lansdale, PA",2249,Sanctified,9.9%,Round Guys Brewing
N/A,16 oz.,American Double / Imperial IPA,"Brooklyn, NY",2248,Molotov Lite,8.5%,Evil Twin Brewing
25,16 oz.,Baltic Porter,"Austin, TX",2247,Lake Monster,8.2%,Oasis Texas Brewing Company
43,12 oz.,American Dark Wheat Ale,"Warrenville, IL",2246,Night Cat,5.8%,Two Brothers Brewing Company
N/A,16 oz.,Cider,"Spring Lake, MI",2245,Nunica Pine,6.8%,Vander Mill Ciders
N/A,16 oz.,Cider,"Spring Lake, MI",2244,Ginger Peach,6.9%,Vander Mill Ciders
N/A,16 oz.,Cider,"Paw Paw, MI",2242,Gunga Din,5.2%,St. Julian Winery
N/A,16 oz.,Oatmeal Stout,"Grand Rapids, MI",2241,Viking Ice Hole,6.3%,Brewery Vivant
N/A,16 oz.,American Porter,"Grand Rapids, MI",2240,Rye Porter,5.6%,Brewery Vivant
65,12 oz.,American IPA,"Chico, CA",2239,Torpedo,7.2%,Sierra Nevada Brewing Company
12,12 oz.,Light Lager,"Fredericksburg, TX",2238,Lobo Lito,4.0%,Pedernales Brewing Company
21,12 oz.,American Blonde Ale,"Springfield, MO",2237,Towhead,5.2%,Mother's Brewing
N/A,12 oz.,American Pale Ale (APA),"Lincoln, NE",2236,Monkadelic,4.2%,Modern Monks Brewery
41,12 oz.,American IPA,"Seattle, WA",2235,Day Hike Session,4.1%,Two Beers Brewing Company
N/A,12 oz.,American Pilsner,"Jackson, WY",2234,Monarch Pilsner,5.0%,Snake River Brewing Company
8,12 oz.,American Adjunct Lager,"St Mary's, PA",2233,American Lager,4.1%,Straub Brewery
8,12 oz.,American Amber / Red Lager,"St Mary's, PA",2232,American Amber,4.1%,Straub Brewery
13,12 oz.,Light Lager,"St Mary's, PA",2231,American Light,3.2%,Straub Brewery
70,12 oz.,American IPA,"Fort Collins, CO",2230,Ranger IPA,6.5%,New Belgium Brewing Company
60,12 oz.,American Pale Ale (APA),"Fort Worth, TX",2229,Pride of Texas Pale Ale,5.8%,Rahr & Sons Brewing Company
9,12 oz.,American Adjunct Lager,"Stevens Point, WI",2228,Point Special,4.7%,Stevens Point Brewery
80,12 oz.,American Black Ale,"Middleton, WI",2227,Dark Voyage Black IPA (2013),6.5%,Capital Brewery
28,12 oz.,Vienna Lager,"Middleton, WI",2226,Wisconsin Amber,5.2%,Capital Brewery
18,12 oz.,Munich Helles Lager,"Middleton, WI",2225,Lake House,4.6%,Capital Brewery
30,16 oz.,American Pilsner,"Providence, RI",2224,Bohemian Pils,5.2%,Narragansett Brewing Company
20,16 oz.,Cream Ale,"Dayton, OH",2223,Ermal's,5.4%,Warped Wing Brewing Company
N/A,16 oz.,Oatmeal Stout,"Dayton, OH",2222,10 Ton,7.0%,Warped Wing Brewing Company
N/A,16 oz.,American IPA,"Dayton, OH",2221,Flyin' Rye,7.0%,Warped Wing Brewing Company
N/A,16 oz.,Belgian Strong Dark Ale,"Columbus, IN",2220,Barn Yeti,9.0%,450 North Brewing Company
65,16 oz.,American IPA,"Columbus, IN",2219,Scarecrow,6.9%,450 North Brewing Company
50,16 oz.,English Strong Ale,"Columbus, IN",2218,Ironman,9.0%,450 North Brewing Company
15,16 oz.,Kölsch,"Columbus, IN",2217,Honey Kolsch,4.6%,450 North Brewing Company
18,16 oz.,Belgian Dark Ale,"Columbus, IN",2216,Copperhead Amber,5.2%,450 North Brewing Company
N/A,16 oz.,Scottish Ale,"Indianapolis, IN",2215,Java Mac,5.4%,Sun King Brewing Company
25,16 oz.,American Blonde Ale,"Oklahoma City, OK",2214,Horny Toad Cerveza,5.3%,COOP Ale Works
35,16 oz.,American Amber / Red Ale,"Oklahoma City, OK",2213,Native Amber,6.3%,COOP Ale Works
19,12 oz.,American Adjunct Lager,"Dripping Springs, TX",2212,Twisted X,5.1%,Twisted X Brewing Company
25,12 oz.,Witbier,"Blanco, TX",2211,White (2015),4.6%,Real Ale Brewing Company
N/A,16 oz.,,"Seven Points, TX",2210,Special Release,???,Cedar Creek Brewery
18,12 oz.,American Blonde Ale,"Cincinnati, OH",2209,Sol Drifter,4.3%,Madtree Brewing Company
70,12 oz.,American IPA,"Springfield, MO",2208,Lil' Helper,7.0%,Mother's Brewing
